Name,Website,Organization Id,Country,Description,Industry,Founded,Number of employees
"Caldwell, Lloyd and Bolton",https://www.schultz.org/,28EFFE5C6ea1d9f,Montenegro,De-engineered dynamic encoding,Food / Beverages,1990,4134
"Caldwell, Mcmillan and Mendez",http://beard-pearson.com/,A9cb4dceF57Ab44,Sao Tome and Principe,Assimilated optimal Graphical User Interface,Hospitality,2008,3556
Caldwell-Benson,https://nolan.org/,AB2ed8bFDaA985a,Equatorial Guinea,Universal asymmetric superstructure,Sports,1991,449
Caldwell-Buckley,https://kaufman-parks.com/,0aAEA445F8fcF84,Bhutan,Diverse multi-state access,Printing,1991,8976
Caldwell-Combs,https://molina-ferguson.biz/,bDbCc26f3907EAa,Seychelles,Monitored national monitoring,Think Tanks,1974,8043
Caldwell-Hood,https://www.rivera.com/,Cdaa54786CfFaA0,Russian Federation,Configurable clear-thinking projection,Fundraising,2021,7566
Caldwell-Leblanc,https://watson.org/,4FD7DE13b1DaeB0,Namibia,Synergistic 24hour orchestration,Computer Games,2011,4150
Caldwell-Rivas,http://bonilla.com/,ac42457A297F888,Georgia,Innovative optimal monitoring,Tobacco,2011,8281
Caldwell-Russell,http://www.delgado.com/,ca5afbd6eC79AcC,Bulgaria,Public-key context-sensitive toolset,Library,1985,6190
Calhoun and Sons,http://www.allison.net/,cCF25cBAD9e4f71,Yemen,Cloned disintermediate matrix,Farming,2014,3799
"Calhoun, Davis and Morales",https://www.lynn.net/,58B001f28aEC947,Argentina,Fundamental maximized open architecture,Computer / Network Security,1994,6857
"Calhoun, Davis and Morgan",https://shannon.com/,E82803Ae3b3A02d,Comoros,Expanded actuating protocol,Accounting,1991,1835
"Calhoun, Espinoza and Whitney",http://www.mcmillan.com/,3D3B39a8f57f2A3,Mexico,Monitored zero-defect focus group,Utilities,1993,6828
"Calhoun, Lowery and Brennan",https://www.tyler.com/,b2Ea149487Cd236,French Guiana,Inverse intangible collaboration,Legal Services,1991,7261
"Calhoun, Walters and Kelly",http://www.robles.biz/,F6f3D44D4FfD488,Denmark,Quality-focused 5thgeneration solution,Research Industry,1985,3075
Calhoun-Murray,https://www.bray.com/,7A3fFD6DcB1Abc7,Palau,Pre-emptive zero administration hierarchy,Investment Banking / Venture,2001,4366
Calhoun-Watson,https://morrison-sandoval.com/,a4c7BA1c05AC686,Nepal,Balanced motivating Graphical User Interface,Motion Pictures / Film,2003,4133
Calhoun-Zamora,http://www.weiss.com/,93a68DbDa4CA121,Myanmar,Triple-buffered bottom-line time-frame,Photography,1986,832
Callahan Group,https://aguilar.com/,C6402ABa0D1CE75,Gabon,Enterprise-wide hybrid standardization,Furniture,1996,5168
Callahan Group,https://bowman.com/,0Ae569eCDefBA54,Wallis and Futuna,Realigned local collaboration,Environmental Services,1970,2676
Callahan Group,https://rollins.com/,feA8374Dd84D0DE,Denmark,Multi-channeled content-based project,International Affairs,2019,895
Callahan Ltd,http://www.mccarthy.biz/,E89a6025F2dEd11,Algeria,Total holistic alliance,Airlines / Aviation,2004,8105
"Callahan, Ayers and Gilbert",http://lewis.org/,a80ABdCf2A9c3bB,Kenya,Virtual bifurcated artificial intelligence,Events Services,2020,9938
"Callahan, Baird and Moyer",http://acevedo-farrell.biz/,7EE54E1f30876eE,Germany,Operative multi-state protocol,Religious Institutions,2008,2061
"Callahan, Choi and Brennan",http://phelps-phelps.org/,02bd661De25e69f,Netherlands Antilles,Secured leadingedge budgetary management,Human Resources / HR,2003,8603
"Callahan, Cox and Vance",http://www.wiley.net/,5E0a048002B9f8b,Chad,Reactive fault-tolerant system engine,Judiciary,2017,2129
"Callahan, Guerrero and Lewis",https://good-morales.biz/,9cB5cC6c7EFd8e3,Dominican Republic,Streamlined clear-thinking Local Area Network,Translation / Localization,1977,4153
"Callahan, Irwin and Webster",http://duke.biz/,DFb9A5cfc2c64C3,Malta,Organized 24hour superstructure,Staffing / Recruiting,2020,7581
"Callahan, Myers and Vaughn",https://www.gardner.com/,cAeCADCAFeBaeDf,Sudan,Progressive needs-based budgetary management,Food Production,1990,943
Camacho Inc,https://douglas-bowen.info/,2d0e4cBa3cE9EAC,Saint Pierre and Miquelon,Multi-lateral discrete paradigm,Broadcast Media,1985,5308
Camacho Ltd,http://www.chung-montes.com/,D0982CBB60EBa8a,Singapore,Synergized radical capability,Marketing / Advertising / Sales,1998,7360
Camacho Ltd,https://www.phillips.info/,036DB38A9aC7c07,Bouvet Island (Bouvetoya),Focused well-modulated initiative,Capital Markets / Hedge Fund / Private Equity,2000,6600
Camacho and Sons,http://www.tapia-hodge.com/,7c221FcfFC6b1Ee,Honduras,Total object-oriented knowledge user,Plastics,2005,3546
"Camacho, Cain and Hernandez",https://www.mclaughlin-sawyer.com/,8Ca5e4AA1E3edFE,Mauritius,Multi-channeled user-facing policy,Architecture / Planning,2000,469
"Camacho, Frost and Barnett",https://www.rose.org/,CfF07A85Ea020d2,Turkmenistan,Intuitive tangible open architecture,Alternative Dispute Resolution,2003,7975
Camacho-Guerrero,http://www.cowan.org/,5e8a82A49BA6883,Austria,Organized discrete time-frame,Philanthropy,2000,4229
Camacho-Lindsey,http://chavez-curry.com/,0a4A6650E9DCddb,Macao,Organic regional help-desk,Online Publishing,1973,5780
Cameron LLC,https://rivas.com/,d4CECcBC8cdC4ca,Morocco,Adaptive heuristic strategy,Legal Services,2020,3628
Cameron Ltd,http://www.baker.org/,B2eAdC4F3272Db8,Antigua and Barbuda,Secured demand-driven process improvement,Sporting Goods,2016,2637
Cameron PLC,http://calderon.com/,6881AB3D593a6F9,Thailand,Visionary well-modulated website,Nanotechnology,1984,7991
Cameron PLC,https://wade.com/,e2c2a17abD5A2aA,Equatorial Guinea,Exclusive actuating budgetary management,Fundraising,2012,5774
"Cameron, Hickman and Gilmore",http://mclean-khan.com/,AFB3582bB7eC0F1,Malawi,User-centric uniform portal,Plastics,2019,6670
"Cameron, Marks and Herrera",http://henderson.net/,d7C85D3dE1A08Ba,Congo,Optional zero-defect interface,Tobacco,1994,1890
"Cameron, Orozco and Levine",http://www.dudley.info/,bFfCaf62C4Cf2ce,Namibia,Ameliorated actuating ability,Leisure / Travel,1993,5288
Cameron-Wallace,https://mosley.com/,47F68aD81b0Ecbb,Seychelles,Triple-buffered mobile Graphic Interface,Utilities,1991,9709
Campbell Inc,https://sawyer.biz/,Fd9ab1faF20D7cd,Micronesia,Persistent analyzing protocol,Civil Engineering,1972,3930
Campbell LLC,https://www.mcneil.com/,7f083CDAD2aFEdb,Holy See (Vatican City State),Public-key maximized architecture,Machinery,2008,5096
"Campbell, Finley and Hancock",https://clarke.net/,63044EAe2cF5f42,Finland,Multi-channeled intangible complexity,Semiconductors,2012,5620
"Campbell, Hess and Norton",https://www.welch-contreras.org/,5FC7FAc732b84AE,Burkina Faso,Public-key transitional monitoring,Other Industry,2007,645
"Campbell, Lara and Kerr",https://santiago.com/,76aEDF13fb927B6,Belgium,Front-line client-driven system engine,Defense / Space,2006,7132
"Campbell, Singh and Estes",https://www.patel.com/,D89BC4Dc9Ca9Fd5,Samoa,Programmable asynchronous open system,Furniture,1976,1129
Campbell-Flynn,https://www.hurst-terrell.net/,D8AbdcbC0c9FCea,Montserrat,Adaptive background utilization,Gambling / Casinos,2005,2228
Campos Group,http://holloway.biz/,fB72f2db7215D16,Bouvet Island (Bouvetoya),Seamless fresh-thinking adapter,Museums / Institutions,1997,24
Campos Inc,http://www.rowland-jordan.com/,Ef04C3FEF5799f6,Poland,Ergonomic 4thgeneration capacity,Civic / Social Organization,1985,4853
Campos LLC,http://mcpherson-montoya.org/,63b0aCD4D6d1E2f,Brazil,Total context-sensitive paradigm,Venture Capital / VC,1994,2832
"Campos, Blackwell and Holden",https://andersen.biz/,2EA1117DbcB185d,Serbia,Intuitive 24hour architecture,Information Services,2002,1490
"Campos, Calhoun and Oliver",http://colon-fischer.com/,D9b4Da7631a605C,Korea,Re-contextualized motivating algorithm,Photography,1993,4945
Campos-Frederick,https://www.drake.com/,c2CbcdBcCe0CCBd,Guyana,Intuitive optimal capacity,Design,2009,2332
Campos-Giles,http://www.lowery.com/,CC4EaD9e1e7CFb3,Czech Republic,Intuitive client-driven archive,Non - Profit / Volunteering,2011,8303
Campos-Rivera,https://mcgee.com/,9d978Bf6AdD6C4A,Cambodia,Synchronized contextually-based focus group,Retail Industry,1999,517
Campos-Warner,https://vazquez.org/,f9ad82d74C97fDB,Kenya,Multi-tiered even-keeled data-warehouse,International Trade / Development,1983,5453
Cannon LLC,http://mccall.com/,2AfFD2329ed0372,Serbia,Implemented zero tolerance circuit,Business Supplies / Equipment,1971,9008
Cannon LLC,http://www.mills.info/,481971Fc7c15BB7,Palestinian Territory,Cloned zero tolerance application,Retail Industry,1990,4757
Cannon Ltd,http://www.stuart.com/,b0DAC23f06a5a35,Guinea-Bissau,Business-focused fault-tolerant framework,Market Research,1979,7143
Cannon and Sons,https://www.mclaughlin.com/,fA5398B0bEBc8Ef,Swaziland,Open-architected exuding website,Marketing / Advertising / Sales,2011,1523
"Cannon, Daniel and Mccarthy",https://brandt-sullivan.biz/,b5dddfc3e34eeF0,Guyana,Switchable well-modulated conglomeration,Alternative Dispute Resolution,2013,3485
"Cannon, Weaver and Shepherd",http://larsen.com/,C3E7B71eDac7Eb9,Suriname,Upgradable directional architecture,Plastics,1973,8045
Cannon-Fuller,http://www.harper-stanton.net/,16E6F86f9D74C5A,Iran,Multi-tiered neutral ability,Executive Office,1975,3037
Cannon-Goodman,https://www.russo-lucas.com/,394bd893F07Da40,Libyan Arab Jamahiriya,Quality-focused asynchronous artificial intelligence,Mining / Metals,2017,6767
Cannon-Lang,http://bolton-bell.biz/,0b20BF2c75F639C,Haiti,Enhanced explicit initiative,Oil / Energy / Solar / Greentech,1971,4450
Cantrell Group,http://calhoun.info/,08CE6FEbbEeaC7f,Poland,Function-based fault-tolerant solution,Maritime,1995,8067
Cantrell Inc,http://www.cervantes.net/,C06Aa66fb8c153f,Denmark,Monitored non-volatile open architecture,Law Enforcement,2003,5941
Cantrell Inc,https://trevino.info/,acBaeBd531FBe88,Reunion,Reduced didactic artificial intelligence,Investment Banking / Venture,2011,2562
Cantrell Inc,https://www.shields-novak.com/,0AbCDad7CB7DBEF,Pitcairn Islands,Progressive motivating secured line,Public Relations / PR,1979,1720
Cantrell PLC,https://wu.com/,c1A0b978C7db7c1,Sierra Leone,Multi-channeled mission-critical encryption,Think Tanks,1993,7815
Cantrell-Matthews,http://parker.com/,3Cde9bd139D9BAA,Bahamas,Decentralized context-sensitive knowledge user,Wine / Spirits,1992,2061
Cantu Group,http://www.rich-meyers.org/,9DBCe87393Ec8Ef,Uganda,Multi-lateral 24hour ability,Transportation,1985,4337
Cantu Group,https://farmer-morton.com/,430ea65cBbE2fac,Suriname,Cross-platform attitude-oriented migration,Non - Profit / Volunteering,1977,8222
Cantu Group,https://www.rowe.com/,99857a39aDFC39B,Denmark,Object-based dynamic capability,Medical Equipment,1978,4531
Cantu Inc,http://www.ayers.org/,4F661e9fC037c46,Panama,Virtual maximized capacity,Machinery,2006,6133
Cantu Ltd,http://hurst-bowers.com/,F6D38c77faDc8aB,Tonga,Implemented systemic extranet,Medical Equipment,1982,9089
Cantu Ltd,https://frank-benton.org/,Eca606b6D621bc6,Guadeloupe,Visionary attitude-oriented software,Mechanical or Industrial Engineering,1970,7269
"Cantu, Bautista and Lara",http://macias-underwood.com/,0ce4d9FF5810Aea,Cape Verde,Future-proofed secondary projection,Translation / Localization,1987,2987
"Cantu, Lin and Campos",http://www.bonilla.net/,e9Df1e6c1eF46f7,Sao Tome and Principe,Synergistic background project,Renewables / Environment,2015,2949
Cantu-Cline,https://www.whitaker-buckley.org/,59c3F3EcB29E112,Spain,Object-based zero administration process improvement,Entertainment / Movie Production,2009,4853
Cantu-Knapp,https://jennings.net/,bC05cDbb7F19bBF,Nicaragua,Fully-configurable asynchronous matrices,Higher Education / Acadamia,2012,5651
Cantu-Ritter,http://www.hays.org/,CC8cEc432c21Bc5,Iran,Multi-channeled full-range artificial intelligence,Design,1990,1434
Cardenas Group,https://oneill-meadows.com/,b873B49c2Dd2A68,Belarus,Expanded tangible help-desk,Entertainment / Movie Production,1995,9451
Cardenas Inc,http://hood.com/,C6EF7134bfa3B58,Kyrgyz Republic,Customer-focused global frame,Accounting,2014,5623
Cardenas LLC,https://www.booker.com/,c291C5B81cf2B1F,United States of America,Self-enabling reciprocal installation,Photography,1991,9705
Cardenas Ltd,http://mosley-jennings.info/,66Cae5888DBe2Dd,Sweden,Triple-buffered interactive interface,Performing Arts,2015,5034
Cardenas Ltd,http://nichols.com/,d5f4a6A76f3c1eC,Chad,Realigned coherent system engine,Building Materials,1984,225
Cardenas Ltd,https://www.mooney.com/,A5eaAf7caBBffbC,Austria,Future-proofed background ability,Veterinary,2003,2840
Cardenas and Sons,https://singh.com/,aB9e63d15FBFF54,Sierra Leone,Optional foreground architecture,Management Consulting,2010,1256
"Cardenas, Mcconnell and Ross",https://holmes.org/,bB7a60B1CE7BD1a,Thailand,Multi-channeled value-added contingency,Judiciary,2007,898
"Cardenas, Sampson and Gill",http://www.harrell-garrett.com/,e5ADDd1e3ec4EB0,Canada,Polarized non-volatile collaboration,Computer Hardware,1996,4228
Cardenas-Barrera,http://pena-holder.org/,E69bdbe94d4A7CD,Mauritania,Polarized uniform moderator,Maritime,2010,1847
Cardenas-Cummings,http://faulkner.org/,F8Cdd1dE5a95227,Barbados,Up-sized incremental solution,Package / Freight Delivery,2019,6359
Cardenas-Mcgee,https://www.neal.com/,1DD98BeaD35a88B,Malawi,Synchronized optimizing portal,Farming,2003,9885
Cardenas-Stafford,https://jacobs.com/,459f4869E23Bff4,Qatar,Realigned national website,Facilities Services,1985,949
Cardenas-Woodward,https://www.proctor.com/,9FDe9beDEc4aD64,Ireland,Function-based neutral workforce,Electrical / Electronic Manufacturing,1971,4448
"Carey, Gomez and Mccoy",http://duncan.com/,1FDB58dbcbC52F4,Bulgaria,Configurable content-based framework,Pharmaceuticals,2006,5320
"Carey, Levine and Best",https://cohen-spears.net/,2F1e1D92e63c81D,China,Stand-alone contextually-based service-desk,Think Tanks,2004,8418
Carey-Wong,http://mercer-vaughan.com/,FC1AfC5865b59d3,Jersey,Future-proofed multi-tasking encryption,Library,2010,497
Carlson PLC,http://www.huerta.biz/,7A59c664aa55205,Chile,Optimized bandwidth-monitored pricing structure,E - Learning,1986,9270
"Carlson, Hinton and Dyer",http://www.kemp-cordova.com/,16Be127E6c358eE,Burundi,Fundamental bifurcated challenge,Medical Practice,1976,6494
"Carlson, Lynch and Kaufman",https://rodriguez.com/,1DCfeBDADa8d1C2,Mauritius,Compatible foreground solution,Staffing / Recruiting,2004,3968
"Carlson, Padilla and Berg",https://johnson-norris.net/,4ED8B59ABc4ad3D,Australia,Open-architected impactful data-warehouse,Maritime,2007,6745
Carlson-Cameron,https://berg.com/,AE0Bf0b605bC524,Bouvet Island (Bouvetoya),Customizable next generation contingency,Utilities,2021,8762
Carlson-Huerta,https://www.wang-patterson.com/,e19D92eAaC16cf6,Australia,Quality-focused national firmware,Museums / Institutions,2001,7587
Carlson-Kent,https://www.flores.com/,741EF50ad53ddeD,Mauritania,Virtual secondary migration,Environmental Services,1990,5639
Carlson-Meza,http://bean.com/,b28f54B2B2C7DBA,Burundi,Triple-buffered regional artificial intelligence,Alternative Dispute Resolution,2019,832
Carlson-Richmond,http://pope-williams.com/,bbBd0Eb8d23Cbec,Lao People's Democratic Republic,Seamless 24/7 open architecture,Information Technology / IT,2009,4646
Carlson-Santiago,https://www.patton.com/,cfeCCf34c0eeDbb,Syrian Arab Republic,Self-enabling solution-oriented access,Consumer Services,1990,7398
Carlson-Werner,http://www.ortega.com/,79485d48c60E0B2,Germany,Switchable actuating moratorium,Shipbuilding,2004,9805
Carney Inc,http://mcpherson.com/,52A2Edfc2cf9294,Slovakia (Slovak Republic),Enhanced 6thgeneration archive,Real Estate / Mortgage,1985,1694
Carney Ltd,https://baird-mooney.com/,0bD5a398dea3fC2,Malaysia,Upgradable dynamic complexity,Furniture,1983,8989
Carney and Sons,https://www.pugh.org/,c94738dB5F8ECa0,Bermuda,Cloned 4thgeneration budgetary management,Government Relations,1999,7927
"Carney, Garner and Bowman",http://newman-nicholson.com/,2F25eb8493Be93E,Mali,Balanced heuristic project,Leisure / Travel,1992,5190
"Carney, Livingston and Anderson",http://www.taylor.com/,c48e023fF0Cb2ea,Madagascar,Advanced composite info-mediaries,Aviation / Aerospace,2021,9023
Carney-Crosby,http://carney.org/,ac1441Bf7efdE9F,Indonesia,Public-key motivating model,Legislative Office,2016,5485
Carney-Robinson,http://fields.com/,D0f1cBd0bcD824e,Slovenia,Seamless mission-critical frame,Media Production,1998,4679
Carpenter Group,https://houston-ware.info/,17d13bFA42fB763,Netherlands Antilles,Synergistic transitional encoding,Semiconductors,1980,8196
Carpenter PLC,https://cooper-hammond.com/,0eDe8f090AFdca0,Mali,Team-oriented real-time installation,Environmental Services,1987,8819
"Carpenter, Burnett and Rodgers",https://www.li.com/,bec5AED1Ddf6Fb4,Anguilla,Front-line eco-centric support,Consumer Services,1991,4390
"Carpenter, Horn and Buchanan",https://weber.com/,084c715E4f010C9,Swaziland,Up-sized context-sensitive success,Consumer Goods,1979,8112
"Carpenter, Nichols and Ware",http://www.chase-morrison.com/,dc2E3a6E7Cc02Fa,Luxembourg,Assimilated analyzing paradigm,Electrical / Electronic Manufacturing,2004,2116
"Carpenter, Reid and Gould",http://herman.com/,AEeE70a0110de0a,Botswana,Versatile 24/7 hub,Paper / Forest Products,2014,4543
Carpenter-Ali,https://www.boyle-lloyd.com/,68D44EA0adCB7fF,Hong Kong,Assimilated bandwidth-monitored solution,Market Research,2015,3634
Carr Ltd,https://ware.com/,f0b020Cb36a1fFb,Malawi,Customizable tangible superstructure,Wine / Spirits,2012,790
"Carr, Garner and Frye",http://www.rosario.net/,0B22e09DC6B741C,Myanmar,Extended motivating groupware,Hospital / Health Care,1971,871
"Carr, Gross and Stone",https://www.carrillo.com/,a5CE39CA0a7b0fa,Haiti,Down-sized national secured line,Computer Games,2018,8269
"Carr, Powell and Brock",http://burgess.net/,f63dABe0C42F481,Sweden,Managed multimedia portal,Consumer Electronics,1974,3077
Carr-Gould,https://www.vincent-ibarra.com/,7b0A09fEE6a9bF9,Christmas Island,Open-source modular conglomeration,Package / Freight Delivery,1970,4035
Carr-Lambert,https://www.kramer.com/,2c59cCCdD3cA8F6,Cameroon,Extended bottom-line emulation,Law Enforcement,1983,7880
